Id,TimeStamp,Model,Latitude,Longitude,RodCount,Rotation Speed Max (rpm),Rotation Torque Max (ft-lb),Thrust Force Max (lbf),Mud Flow Rate Avg (gpm),Mud Pressure Max (psi),Thrust Speed Avg (ft/min),Pull Force Maximum (lbf),Pull Speed Average (ft/min),Drill String Length (ft)
91825,10/24/2022 14:54:54,D40X55 S3,40.1,-75.26,6,99,1967,13555,-0.4,5,6,12504,16,54
91825,10/24/2022 15:15:09,D40X55 S3,40.1,-75.26,2,86,1996,12245,0,0,6,4562,2,34
91825,10/24/2022 15:33:10,D40X55 S3,40.1,-75.26,3,97,2710,13807,1.8,133,4,0,0,44
91825,10/24/2022 15:37:12,D40X55 S3,40.1,-75.26,4,109,2717,14089,1.8,136,4,0,0,54
91825,10/24/2022 15:40:33,D40X55 S3,40.1,-75.26,5,118,2384,13114,1.8,72,5,0,0,64
91825,10/24/2022 15:44:54,D40X55 S3,40.1,-75.26,6,115,1826,13436,1.4,49,5,10821,22,54
91825,10/24/2022 15:53:41,D40X55 S3,40.1,-75.26,2,123,1267,9213,3.5,176,15,0,0,34
91825,10/27/2022 14:56:40,D40X55 S3,40.1,-75.26,3,78,1039,7297,4.7,245,12,0,0,44
91825,10/27/2022 14:57:40,D40X55 S3,40.1,-75.26,4,118,1765,10355,3.9,241,16,0,0,54
91825,10/27/2022 15:01:40,D40X55 S3,40.1,-75.26,6,115,1685,13254,5.8,272,26,10338,47,74
91825,10/27/2022 15:21:04,D40X55 S3,40.1,-75.26,7,122,1417,9879,3.8,144,14,5948,33,84
91825,10/27/2022 15:29:10,D40X55 S3,40.1,-75.26,9,118,1289,7927,3.8,144,14,0,0,104
91825,10/27/2022 15:32:12,D40X55 S3,40.1,-75.26,11,91,1448,8773,3.2,117,11,3488,0,124
91825,10/27/2022 15:29:20,D40X55 S3,40.1,-75.26,12,98,1442,12247,3.9,263,9,11037,24,134
91825,10/27/2022 15:33:45,D40X55 S3,40.1,-75.26,13,119,1828,13271,4.5,406,9,0,0,144
91825,10/27/2022 15:40:03,D40X55 S3,40.1,-75.26,15,124,1614,9943,6.9,173,16,0,0,164
91825,10/27/2022 15:39:02,D40X55 S3,40.1,-75.26,16,116,1631,11576,3.8,154,16,0,0,174
91825,10/27/2022 15:45:14,D40X55 S3,40.1,-75.26,18,119,1631,11432,5.2,261,14,0,0,194
91825,10/27/2022 15:44:27,D40X55 S3,40.1,-75.26,19,118,1629,11737,4.5,265,11,5756,3,204
91825,10/27/2022 15:50:10,D40X55 S3,40.1,-75.26,21,119,1656,15435,7,217,8,0,0,224
91825,10/27/2022 15:51:42,D40X55 S3,40.1,-75.26,22,87,1348,10013,3.6,155,10,0,0,234
91825,10/27/2022 15:54:53,D40X55 S3,40.1,-75.26,23,40,1298,11317,3.9,118,7,0,0,244
91825,10/27/2022 16:00:10,D40X55 S3,40.1,-75.26,24,115,1426,10300,7.8,156,8,0,0,254
91825,10/27/2022 16:02:38,D40X55 S3,40.1,-75.26,25,114,1512,11930,6.8,160,12,0,0,264
91825,10/27/2022 16:04:09,D40X55 S3,40.1,-75.26,26,114,1802,14082,7.5,788,11,0,0,274
91825,10/27/2022 16:06:22,D40X55 S3,40.1,-75.26,27,120,1804,13868,5.9,791,11,9334,10,284
91825,10/27/2022 16:09:02,D40X55 S3,40.1,-75.26,28,114,1721,17481,5.2,141,8,0,0,294
91825,10/27/2022 16:12:55,D40X55 S3,40.1,-75.26,29,112,1642,12550,8,147,12,0,0,304
91825,10/27/2022 16:14:27,D40X55 S3,40.1,-75.26,30,114,1641,14462,7,201,11,0,0,314
91825,10/27/2022 16:17:28,D40X55 S3,40.1,-75.26,31,118,1904,14337,6.4,200,9,0,0,324
91825,10/27/2022 16:38:29,D40X55 S3,40.1,-75.26,32,32,989,10429,2.3,53,4,14583,17,314
91825,10/27/2022 18:53:28,D40X55 S3,40.19,-75.49,2,118,2074,12146,6.7,420,12,0,0,34
91825,11/3/2022 16:24:15,D40X55 S3,40.19,-75.49,3,119,2078,12365,8.1,413,14,6476,32,24
91825,11/3/2022 17:40:55,D40X55 S3,40.19,-75.49,2,120,1361,7182,6.2,333,12,0,0,34
91825,11/3/2022 18:21:44,D40X55 S3,40.19,-75.49,3,113,774,3769,5.6,139,8,0,0,44
91825,11/3/2022 18:22:11,D40X55 S3,40.19,-75.49,4,120,1039,6711,7.4,241,10,0,0,54
91825,11/3/2022 18:24:00,D40X55 S3,40.19,-75.49,5,114,1162,6568,10.8,273,16,0,0,64
91825,11/3/2022 18:26:05,D40X55 S3,40.19,-75.49,6,121,1309,7831,8.5,270,16,0,0,74
91825,11/3/2022 18:31:46,D40X55 S3,40.19,-75.49,8,118,1422,9416,8.8,150,13,0,0,94
91825,11/3/2022 18:34:21,D40X55 S3,40.19,-75.49,11,113,1631,15686,4.5,296,12,0,0,124
91825,11/3/2022 18:34:20,D40X55 S3,40.19,-75.49,12,109,1624,15194,5.7,340,12,0,0,134
91825,11/3/2022 18:38:50,D40X55 S3,40.19,-75.49,13,113,1142,7297,5.9,168,10,0,0,144
91825,11/3/2022 18:39:39,D40X55 S3,40.19,-75.49,14,109,1444,10657,6.1,386,10,0,0,154
91825,11/3/2022 18:50:41,D40X55 S3,40.19,-75.49,17,116,1527,10148,6.9,200,14,0,0,184
91825,11/3/2022 18:49:03,D40X55 S3,40.19,-75.49,19,110,1853,11819,6.1,255,14,0,0,204
91825,11/3/2022 18:49:31,D40X55 S3,40.19,-75.49,20,109,1853,11482,5.9,254,13,0,0,214
91825,11/3/2022 18:52:02,D40X55 S3,40.19,-75.49,21,118,1628,11709,7.8,174,8,6261,6,224
91825,11/3/2022 18:54:16,D40X55 S3,40.19,-75.49,22,104,1725,12621,5,119,13,0,0,234
91825,11/3/2022 18:54:58,D40X55 S3,40.19,-75.49,23,112,2223,16383,4.7,312,7,1747,0,244
91825,11/3/2022 18:56:54,D40X55 S3,40.19,-75.49,24,116,1995,17054,6.6,140,9,0,0,254
91825,11/3/2022 19:12:01,D40X55 S3,40.19,-75.49,25,116,2684,18827,6,116,9,0,0,264
91825,11/3/2022 19:13:30,D40X55 S3,40.19,-75.49,26,115,2680,18828,7.1,190,9,0,0,274
91825,11/3/2022 19:15:47,D40X55 S3,40.19,-75.49,27,119,1908,15818,6.9,192,13,0,0,284
91825,11/3/2022 19:24:14,D40X55 S3,40.19,-75.49,30,110,1810,13804,6.7,315,15,0,0,314
91825,11/3/2022 19:22:50,D40X55 S3,40.19,-75.49,31,118,1810,14061,7.3,314,12,0,0,324
91825,11/3/2022 19:28:28,D40X55 S3,40.19,-75.49,32,13,451,8463,5.8,125,13,0,0,334
91825,11/3/2022 19:28:56,D40X55 S3,40.19,-75.49,33,37,951,11279,3.6,161,22,11907,14,324
91825,11/4/2022 15:00:54,D40X55 S3,40.19,-75.49,3,120,1398,10972,5.8,199,10,0,0,44
91825,11/4/2022 16:11:53,D40X55 S3,40.19,-75.49,4,122,1628,9572,5.2,198,13,0,0,54
91825,11/4/2022 16:24:48,D40X55 S3,40.19,-75.49,5,122,1633,10058,5.7,361,13,0,0,64
91825,11/4/2022 16:27:58,D40X55 S3,40.19,-75.49,6,125,1631,9604,5.2,362,13,0,0,74
91825,11/4/2022 16:30:56,D40X55 S3,40.19,-75.49,7,112,1415,8197,5.6,323,13,0,0,84
91825,11/4/2022 16:31:13,D40X55 S3,40.19,-75.49,8,106,1870,9799,6.5,380,15,0,0,94
91825,11/4/2022 16:32:56,D40X55 S3,40.19,-75.49,9,115,2292,13225,5.9,457,11,0,0,104
91825,11/4/2022 16:37:05,D40X55 S3,40.19,-75.49,11,106,2448,16358,5.8,413,10,4774,14,124
91825,11/4/2022 16:38:03,D40X55 S3,40.19,-75.49,12,115,1205,9043,6.2,215,14,0,0,134
91825,11/4/2022 16:40:04,D40X55 S3,40.19,-75.49,13,110,1508,9635,5.4,274,12,0,0,144
91825,11/4/2022 16:43:12,D40X55 S3,40.19,-75.49,14,109,1219,9196,4.9,122,14,0,0,154
91825,11/4/2022 16:47:07,D40X55 S3,40.19,-75.49,15,108,1030,6950,5.1,129,13,0,0,164
91825,11/4/2022 16:47:03,D40X55 S3,40.19,-75.49,16,108,1587,9720,5.9,240,11,0,0,174
91825,11/4/2022 16:56:29,D40X55 S3,40.19,-75.49,18,109,1297,8804,4.8,175,17,0,0,194
91825,11/4/2022 17:10:33,D40X55 S3,40.19,-75.49,20,105,1216,4863,7.4,166,14,0,0,214
91825,11/4/2022 17:09:03,D40X55 S3,40.19,-75.49,22,116,1863,5131,8.8,187,18,0,0,234
91825,11/4/2022 17:01:51,D40X55 S3,40.19,-75.49,24,110,1306,9064,7.9,211,14,0,0,254
91825,11/4/2022 17:00:19,D40X55 S3,40.19,-75.49,25,114,1657,8909,7.4,235,16,0,0,264
91825,11/4/2022 17:03:27,D40X55 S3,40.19,-75.49,26,122,1934,9959,8.6,350,13,0,0,274
91825,11/4/2022 17:05:09,D40X55 S3,40.19,-75.49,27,116,1420,8689,9.6,247,12,0,0,284
91825,11/4/2022 17:19:28,D40X55 S3,40.19,-75.49,29,113,1653,9696,5.3,250,17,0,0,304
91825,11/4/2022 17:15:01,D40X55 S3,40.19,-75.49,30,117,1833,9850,6.8,204,12,0,0,314
91825,11/4/2022 17:17:26,D40X55 S3,40.19,-75.49,31,119,2349,12767,6.1,365,14,0,0,324
91825,11/4/2022 17:21:43,D40X55 S3,40.19,-75.49,32,112,1478,9426,7.1,398,12,0,0,334
91825,11/4/2022 17:30:03,D40X55 S3,40.19,-75.49,33,119,1323,5260,8.6,155,12,11303,9,324
91825,11/5/2022 16:06:25,D40X55 S3,40.19,-75.49,2,120,1561,10338,5.3,172,14,0,0,34
91825,11/6/2022 15:44:56,D40X55 S3,40.19,-75.49,4,116,1269,10775,6.5,279,12,0,0,54
91825,11/6/2022 15:45:04,D40X55 S3,40.19,-75.49,5,112,1524,17379,4.5,470,8,0,0,64
91825,11/6/2022 15:49:41,D40X55 S3,40.19,-75.49,6,125,2002,5473,6.2,133,9,0,0,74
91825,11/6/2022 15:49:50,D40X55 S3,40.19,-75.49,7,121,2502,13196,5.7,248,8,1268,1,84
91825,11/6/2022 15:55:54,D40X55 S3,40.19,-75.49,9,123,2506,13725,6.7,313,10,1866,1,104
91825,11/6/2022 15:57:11,D40X55 S3,40.19,-75.49,11,120,2497,17936,7,524,11,1402,3,124
91825,11/6/2022 15:57:30,D40X55 S3,40.19,-75.49,12,128,2506,17572,7.3,540,10,1347,1,134
91825,11/6/2022 15:59:36,D40X55 S3,40.19,-75.49,13,124,2500,18150,7,536,11,2146,1,144
91825,11/6/2022 16:02:25,D40X55 S3,40.19,-75.49,14,118,1841,12580,8.4,448,9,0,0,154
91825,11/6/2022 16:07:20,D40X55 S3,40.19,-75.49,16,118,2069,13385,7.3,266,12,0,0,174
91825,11/6/2022 16:10:20,D40X55 S3,40.19,-75.49,18,124,1897,14121,6.6,303,11,0,0,194
91825,11/6/2022 16:09:26,D40X55 S3,40.19,-75.49,19,125,2883,20512,8,623,11,0,0,204
91825,11/6/2022 16:16:48,D40X55 S3,40.19,-75.49,21,116,1897,13519,7.2,121,10,0,0,224
91825,11/6/2022 16:14:33,D40X55 S3,40.19,-75.49,22,123,1906,18399,7.1,234,10,0,0,234
91825,11/6/2022 16:16:24,D40X55 S3,40.19,-75.49,23,117,1897,19241,7.1,239,11,0,0,244
91825,11/6/2022 16:18:31,D40X55 S3,40.19,-75.49,24,119,2412,17800,7.1,319,9,7596,14,254
91825,11/6/2022 16:21:35,D40X55 S3,40.19,-75.49,25,111,1903,17220,8.9,207,10,0,0,264
91825,11/6/2022 16:24:21,D40X55 S3,40.19,-75.49,26,114,2176,18783,8.7,813,10,0,0,274
91825,11/6/2022 16:27:48,D40X55 S3,40.19,-75.49,27,117,1904,12776,6.9,114,15,12063,52,284
91825,11/6/2022 16:28:23,D40X55 S3,40.19,-75.49,28,120,2874,20525,9.8,408,12,11381,51,294
91825,11/6/2022 16:30:13,D40X55 S3,40.19,-75.49,29,119,2881,20594,8.2,403,12,11390,52,304
91825,11/6/2022 16:33:27,D40X55 S3,40.19,-75.49,30,110,2827,18615,6.2,369,12,0,0,314
91825,11/6/2022 16:38:05,D40X55 S3,40.19,-75.49,32,119,2834,20348,7.2,863,13,0,0,334
91825,11/6/2022 16:40:30,D40X55 S3,40.19,-75.49,34,100,2471,20023,5.8,213,13,0,0,354
91825,11/6/2022 16:43:46,D40X55 S3,40.19,-75.49,36,114,2467,21590,5.7,256,13,0,0,374
91825,11/6/2022 16:44:19,D40X55 S3,40.19,-75.49,37,118,2468,22264,6.6,435,13,0,0,384
91825,11/6/2022 16:51:06,D40X55 S3,40.19,-75.49,38,115,2316,6261,5.2,273,15,0,0,394
91825,11/6/2022 16:48:38,D40X55 S3,40.19,-75.49,39,112,2929,21553,7.9,625,13,0,0,404
91825,11/6/2022 16:50:25,D40X55 S3,40.19,-75.49,40,97,2803,21376,5.3,1081,10,0,0,414
91825,11/6/2022 16:55:27,D40X55 S3,40.19,-75.49,41,113,2800,19304,10.5,199,6,13482,8,404
91825,11/6/2022 18:53:51,D40X55 S3,40.19,-75.49,2,111,2534,18828,5,504,10,0,0,34
91825,11/10/2022 12:47:23,D40X55 S3,40.19,-75.49,3,60,2655,18897,2.9,139,8,6564,5,44
91825,11/10/2022 12:51:21,D40X55 S3,40.19,-75.49,4,59,2032,20501,2.3,407,9,0,0,54
91825,11/10/2022 12:55:16,D40X55 S3,40.19,-75.49,5,50,2035,19928,2.2,404,9,5214,9,44
91825,11/10/2022 13:00:11,D40X55 S3,40.19,-75.49,2,124,2039,20585,4.4,676,10,9149,22,34
91825,11/10/2022 13:16:45,D40X55 S3,40.19,-75.49,3,118,2549,19547,3.1,1095,10,0,0,44
91825,11/10/2022 13:20:59,D40X55 S3,40.19,-75.49,4,113,2552,19119,2.9,1096,11,8926,19,34
91825,11/10/2022 13:31:56,D40X55 S3,40.19,-75.49,2,111,3038,19308,11.1,820,11,0,0,34
91825,11/10/2022 14:33:30,D40X55 S3,40.19,-75.49,3,116,2356,19883,9.1,609,11,0,0,44
91825,11/10/2022 14:35:38,D40X55 S3,40.19,-75.49,4,113,2357,19179,9.9,613,11,0,0,54
91825,11/10/2022 14:38:59,D40X55 S3,40.19,-75.49,5,118,1944,16354,9,1041,13,0,0,64
91825,11/10/2022 14:40:56,D40X55 S3,40.19,-75.49,6,121,1945,16432,8,1038,15,0,0,74
91825,11/10/2022 14:44:45,D40X55 S3,40.19,-75.49,7,120,1645,11579,9.9,747,16,0,0,84
91825,11/10/2022 14:45:11,D40X55 S3,40.19,-75.49,8,109,1998,16317,6.5,453,10,11425,35,74
91825,11/10/2022 15:01:00,D40X55 S3,40.19,-75.49,9,111,1714,10071,9.7,353,15,0,0,104
91825,11/10/2022 14:58:52,D40X55 S3,40.19,-75.49,10,113,1787,13925,8.9,394,17,0,0,114
91825,11/10/2022 15:07:46,D40X55 S3,40.19,-75.49,13,114,1974,14795,4.9,500,16,0,0,144
91825,11/10/2022 15:03:46,D40X55 S3,40.19,-75.49,14,96,1604,15559,7.9,866,12,0,0,154
91825,11/10/2022 15:09:02,D40X55 S3,40.19,-75.49,15,114,2557,17218,11.5,488,9,20704,5,144
91825,11/10/2022 16:22:31,D40X55 S3,40.11,-74.93,2,121,1294,9366,7.4,239,13,15029,11,34
91825,11/12/2022 13:50:13,D40X55 S3,40.11,-74.93,4,125,1291,9879,5.7,236,13,14426,10,54
91825,11/12/2022 14:04:51,D40X55 S3,40.11,-74.93,7,117,1183,7821,3.4,169,16,0,0,84
91825,11/12/2022 14:05:33,D40X55 S3,40.11,-74.93,9,124,1402,6604,3.7,143,20,0,0,104
91825,11/12/2022 14:10:08,D40X55 S3,40.11,-74.93,13,126,1135,7734,3.2,131,20,0,0,144
91825,11/12/2022 14:10:09,D40X55 S3,40.11,-74.93,14,120,1373,8282,3.4,162,15,0,0,154
91825,11/12/2022 14:29:32,D40X55 S3,40.11,-74.93,17,122,1335,7613,2.9,127,20,0,0,184
91825,11/12/2022 14:40:41,D40X55 S3,40.11,-74.93,22,116,1242,6763,1.9,70,21,0,0,234
91825,11/12/2022 14:26:29,D40X55 S3,40.11,-74.93,24,116,1201,8238,2.1,97,18,0,0,254
91825,11/12/2022 14:22:17,D40X55 S3,40.11,-74.93,26,119,1261,8507,5,655,15,7777,16,254
91825,11/12/2022 15:34:38,D40X55 S3,40.11,-74.93,2,94,2077,19703,-0.3,-1,10,8409,34,14
91825,11/12/2022 16:18:56,D40X55 S3,40.11,-74.93,2,79,2734,19943,-0.3,1,5,0,0,34
91825,11/12/2022 16:40:26,D40X55 S3,40.11,-74.93,3,103,3800,19813,-0.5,1,5,6865,4,44
91825,11/12/2022 16:46:48,D40X55 S3,40.11,-74.93,4,103,3796,20040,0.3,-4,6,6596,4,54
91825,11/12/2022 16:50:16,D40X55 S3,40.11,-74.93,5,84,1740,12696,5.8,632,7,0,0,64
91825,11/12/2022 16:59:38,D40X55 S3,40.11,-74.93,6,67,2736,20567,2.4,260,6,0,0,74
91825,11/12/2022 17:05:08,D40X55 S3,40.11,-74.93,7,83,1406,11607,2,82,11,0,0,84
91825,11/12/2022 17:05:49,D40X55 S3,40.11,-74.93,8,93,1602,15737,1.9,128,10,0,0,94
91825,11/12/2022 17:07:37,D40X55 S3,40.11,-74.93,9,87,1692,16288,2.3,125,10,8087,17,84
91825,11/12/2022 17:23:02,D40X55 S3,40.11,-74.93,3,110,2084,14087,4,446,16,0,0,44
91825,11/13/2022 14:46:13,D40X55 S3,40.11,-74.93,4,118,2317,20570,3.9,630,11,0,0,54
91825,11/13/2022 14:49:34,D40X55 S3,40.11,-74.93,5,91,1411,11057,4,225,13,0,0,64
91825,11/13/2022 14:52:01,D40X55 S3,40.11,-74.93,6,111,1559,8501,3,220,13,0,0,74
91825,11/13/2022 14:54:44,D40X55 S3,40.11,-74.93,7,111,1559,11000,3.1,219,12,0,0,84
91825,11/13/2022 14:57:13,D40X55 S3,40.11,-74.93,8,115,1265,7722,1.7,169,14,0,0,94
91825,11/13/2022 14:58:43,D40X55 S3,40.11,-74.93,9,111,1167,7202,1.6,56,12,0,0,104
91825,11/13/2022 15:04:48,D40X55 S3,40.11,-74.93,11,101,1520,12621,2,361,12,0,0,124
91825,11/13/2022 15:03:29,D40X55 S3,40.11,-74.93,12,71,1386,11366,1.8,67,11,0,0,134
91825,11/13/2022 15:06:16,D40X55 S3,40.11,-74.93,13,100,1384,11864,2.5,169,9,0,0,144
91825,11/13/2022 15:08:59,D40X55 S3,40.11,-74.93,14,96,1076,9113,2,133,12,0,0,154
91825,11/13/2022 15:11:12,D40X55 S3,40.11,-74.93,15,97,1193,9172,2.1,128,14,0,0,164
91825,11/13/2022 15:12:19,D40X55 S3,40.11,-74.93,16,96,1202,9202,2.4,130,13,0,0,174
91825,11/13/2022 15:20:15,D40X55 S3,40.11,-74.93,18,96,1117,8973,2.1,139,15,0,0,194
91825,11/13/2022 15:16:59,D40X55 S3,40.11,-74.93,19,101,1237,10750,2.3,142,15,0,0,204
91825,11/13/2022 15:18:39,D40X55 S3,40.11,-74.93,20,82,1200,12811,2.5,243,8,0,0,214
91825,11/13/2022 15:20:39,D40X55 S3,40.11,-74.93,21,94,1726,16857,3.9,175,6,0,0,224
91825,11/13/2022 15:24:23,D40X55 S3,40.11,-74.93,22,91,1478,18492,4.6,373,10,0,0,234
91825,11/13/2022 15:28:31,D40X55 S3,40.11,-74.93,23,105,1679,14317,2.4,287,11,0,0,244
91825,11/13/2022 15:32:19,D40X55 S3,40.11,-74.93,25,114,2176,17347,3,304,12,2317,1,264
91825,11/13/2022 15:32:57,D40X55 S3,40.11,-74.93,26,107,2090,16188,3.2,568,10,0,0,274
91825,11/13/2022 15:35:17,D40X55 S3,40.11,-74.93,27,109,1901,17258,3.5,384,10,0,0,284
91825,11/13/2022 15:36:38,D40X55 S3,40.11,-74.93,28,109,1898,17535,4.1,434,11,0,0,294
91825,11/13/2022 15:38:48,D40X55 S3,40.11,-74.93,29,113,1905,17915,4.5,433,10,0,0,304
91825,11/13/2022 15:40:39,D40X55 S3,40.11,-74.93,30,117,1900,18195,3.8,432,11,0,0,314
91825,11/13/2022 15:56:24,D40X55 S3,40.11,-74.93,31,112,1326,13528,3.9,119,13,0,0,324
91825,11/13/2022 15:59:48,D40X55 S3,40.11,-74.93,32,99,1464,9943,1.4,118,20,0,0,334
91825,11/13/2022 16:02:57,D40X55 S3,40.11,-74.93,34,115,1864,15199,4.2,224,11,0,0,354
91825,11/13/2022 16:04:48,D40X55 S3,40.11,-74.93,35,120,1862,15156,2.9,230,12,6238,9,364
91825,11/13/2022 16:10:44,D40X55 S3,40.11,-74.93,36,63,1092,6201,1.7,79,8,10857,11,354
91825,11/13/2022 17:26:25,D40X55 S3,40.1,-74.93,3,120,3091,21067,7.4,797,11,0,0,44
91825,11/14/2022 13:39:38,D40X55 S3,40.1,-74.93,4,117,3096,20858,6.9,797,11,0,0,54
91825,11/14/2022 13:47:49,D40X55 S3,40.1,-74.93,6,118,1634,13427,7.3,283,14,0,0,74
91825,11/14/2022 13:47:36,D40X55 S3,40.1,-74.93,7,120,1634,11698,6.4,251,15,0,0,84
91825,11/14/2022 13:54:22,D40X55 S3,40.1,-74.93,9,125,1761,11889,6,508,15,0,0,104
91825,11/14/2022 13:54:28,D40X55 S3,40.1,-74.93,11,123,1929,19080,3.9,260,15,0,0,124
91825,11/14/2022 14:03:40,D40X55 S3,40.1,-74.93,15,115,1933,19072,3.9,263,19,0,0,164
91825,11/14/2022 14:08:44,D40X55 S3,40.1,-74.93,18,114,1824,11405,4.9,231,19,0,0,194
91825,11/14/2022 14:10:49,D40X55 S3,40.1,-74.93,21,114,1655,14363,4.6,551,17,0,0,224
91825,11/14/2022 14:15:39,D40X55 S3,40.1,-74.93,24,120,1784,14759,5.6,546,17,0,0,254
91825,11/14/2022 14:11:58,D40X55 S3,40.1,-74.93,25,119,1586,15843,8.6,318,18,0,0,264
91825,11/14/2022 14:15:31,D40X55 S3,40.1,-74.93,27,121,2048,20996,6.2,319,15,0,0,284
91825,11/14/2022 14:18:32,D40X55 S3,40.1,-74.93,29,121,2346,21157,5.6,617,14,0,0,304
91825,11/14/2022 14:20:22,D40X55 S3,40.1,-74.93,30,119,2074,14396,5.5,254,15,0,0,314
91825,11/14/2022 14:21:14,D40X55 S3,40.1,-74.93,31,118,2508,21309,5.9,642,13,0,0,324
91825,11/14/2022 14:26:04,D40X55 S3,40.1,-74.93,33,111,2645,21878,5.9,645,13,0,0,344
91825,11/14/2022 14:26:15,D40X55 S3,40.1,-74.93,34,119,2680,20192,5.4,573,13,0,0,354
91825,11/14/2022 14:28:33,D40X55 S3,40.1,-74.93,35,105,1839,18499,4.5,614,14,0,0,364
91825,11/14/2022 14:33:22,D40X55 S3,40.1,-74.93,37,108,1523,16429,3.7,128,16,0,0,384
91825,11/14/2022 14:33:53,D40X55 S3,40.1,-74.93,38,116,1664,18388,3.5,338,13,0,0,394
91825,11/14/2022 14:37:44,D40X55 S3,40.1,-74.93,39,104,1334,12714,2.9,227,11,11435,17,384
91825,11/14/2022 17:14:53,D40X55 S3,40.1,-74.93,2,109,1691,10632,4.3,210,18,0,0,34
91825,11/17/2022 14:51:34,D40X55 S3,40.1,-74.93,3,111,1472,8210,3,133,16,0,0,44
91825,11/17/2022 14:51:34,D40X55 S3,40.1,-74.93,4,117,1691,10478,5.1,257,18,0,0,54
91825,11/17/2022 15:06:49,D40X55 S3,40.1,-74.93,7,122,1625,10810,3.4,234,19,0,0,84
91825,11/17/2022 15:02:36,D40X55 S3,40.1,-74.93,10,122,1698,12266,2.8,235,25,12259,59,94
91825,11/17/2022 15:07:22,D40X55 S3,40.1,-74.93,9,115,1210,12675,1.4,93,16,211,0,104
91825,11/17/2022 15:19:53,D40X55 S3,40.1,-74.93,12,112,2190,12920,2.6,226,22,776,0,134
91825,11/17/2022 15:23:54,D40X55 S3,40.1,-74.93,15,118,2190,14184,2.2,228,21,440,0,164
91825,11/17/2022 15:27:49,D40X55 S3,40.1,-74.93,18,110,1293,10931,3.7,146,20,0,0,194
91825,11/17/2022 15:31:10,D40X55 S3,40.1,-74.93,22,114,2057,17042,2.9,139,16,0,0,234
91825,11/17/2022 15:29:56,D40X55 S3,40.1,-74.93,23,64,1300,15798,2.3,65,9,12317,18,224
91825,11/17/2022 16:33:02,D40X55 S3,40.11,-74.93,2,124,2483,16802,0.5,1,9,6652,26,34
91825,11/17/2022 16:57:16,D40X55 S3,40.11,-74.93,3,110,3354,20338,-0.3,3,5,0,0,44
91825,11/17/2022 17:01:45,D40X55 S3,40.11,-74.93,4,112,3345,20198,0.5,-5,3,0,0,54
91825,11/17/2022 17:06:34,D40X55 S3,40.11,-74.93,5,113,3352,19422,0,4,3,6272,6,44
91825,11/17/2022 17:12:15,D40X55 S3,40.11,-74.93,2,113,1540,14731,4,487,15,7211,37,34
91825,11/18/2022 13:42:15,D40X55 S3,40.11,-74.93,3,118,2647,24350,4.1,523,11,0,0,44
91825,11/18/2022 13:44:06,D40X55 S3,40.11,-74.93,4,114,2650,24199,4.6,523,12,0,0,54
91825,11/18/2022 13:53:28,D40X55 S3,40.11,-74.93,7,118,1531,13243,3.8,396,17,0,0,84
91825,11/18/2022 13:52:32,D40X55 S3,40.11,-74.93,8,116,1558,8135,4,179,18,0,0,94
91825,11/18/2022 13:55:21,D40X55 S3,40.11,-74.93,9,119,1493,7369,4.1,248,15,0,0,104
91825,11/18/2022 14:02:43,D40X55 S3,40.11,-74.93,11,122,2772,8720,3.3,163,14,0,0,124
91825,11/18/2022 13:59:17,D40X55 S3,40.11,-74.93,12,112,2771,9282,3.5,267,15,0,0,134
91825,11/18/2022 14:05:58,D40X55 S3,40.11,-74.93,15,117,2767,15514,4.4,401,15,0,0,164
91825,11/18/2022 14:13:53,D40X55 S3,40.11,-74.93,18,116,1725,12714,4.4,243,16,0,0,194
91825,11/18/2022 14:13:37,D40X55 S3,40.11,-74.93,20,118,1892,7974,4.2,150,18,0,0,214
91825,11/18/2022 14:18:47,D40X55 S3,40.11,-74.93,22,120,1872,5370,6.2,186,15,0,0,234
91825,11/18/2022 14:15:02,D40X55 S3,40.11,-74.93,23,122,1966,12943,4.7,229,14,0,0,244
91825,11/18/2022 14:19:30,D40X55 S3,40.11,-74.93,25,116,1873,12795,4.4,326,15,0,0,264
91825,11/18/2022 14:19:15,D40X55 S3,40.11,-74.93,26,116,1877,12026,4.1,330,13,3950,2,274
91825,11/18/2022 14:21:30,D40X55 S3,40.11,-74.93,27,119,2311,14163,4,501,14,3910,1,284
91825,11/18/2022 14:23:04,D40X55 S3,40.11,-74.93,28,121,2613,16044,4.3,621,14,3143,0,294
91825,11/18/2022 14:30:18,D40X55 S3,40.11,-74.93,30,110,1639,12835,2.9,160,16,0,0,314
91825,11/18/2022 14:28:31,D40X55 S3,40.11,-74.93,31,117,1634,12835,4,277,15,0,0,324
91825,11/18/2022 14:31:06,D40X55 S3,40.11,-74.93,32,117,1635,13017,3.6,277,15,0,0,334
91825,11/18/2022 14:36:25,D40X55 S3,40.11,-74.93,34,117,2098,11427,3.1,202,12,0,0,354
91825,11/18/2022 14:39:31,D40X55 S3,40.11,-74.93,36,115,1845,12211,4.5,215,15,0,0,374
91825,11/18/2022 14:48:34,D40X55 S3,40.11,-74.93,38,119,1638,9057,2.9,178,16,0,0,394
91825,11/18/2022 14:43:47,D40X55 S3,40.11,-74.93,39,111,1420,10697,2.7,241,11,0,0,404
91825,11/18/2022 15:07:47,D40X55 S3,40.11,-74.93,40,106,1423,11794,2.9,237,8,0,0,414
